kern_name,m2c_ratio,duration_ms,gridx,gridy,gridz,blkx,blky,blkz,reg_per_thread,shared_mem,sm_efficiency,achieved_occupancy,ipc,issued_ipc,inst_per_warp,branch_efficiency,warp_execution_efficiency,warp_nonpred_execution_efficiency,inst_replay_overhead,issue_slot_utilization,shared_load_transactions_per_request,shared_store_transactions_per_request,local_load_transactions_per_request,local_store_transactions_per_request,gld_transactions_per_request,gst_transactions_per_request,shared_store_transactions,shared_load_transactions,local_load_transactions,local_store_transactions,gld_transactions,gst_transactions,dram_read_transactions,dram_write_transactions,global_hit_rate,local_hit_rate,gld_requested_throughput,gst_requested_throughput,gld_throughput,gst_throughput,dram_read_throughput,dram_write_throughput,tex_cache_throughput,local_load_throughput,local_store_throughput,shared_load_throughput,shared_store_throughput,gld_efficiency,gst_efficiency,tex_cache_transactions,cf_fu_utilization,tex_fu_utilization,ldst_fu_utilization,double_precision_fu_utilization,special_fu_utilization,single_precision_fu_utilization,flop_count_dp,flop_count_dp_add,flop_count_dp_fma,flop_count_dp_mul,flop_count_sp,flop_count_sp_add,flop_count_sp_fma,flop_count_sp_mul,flop_count_sp_special,inst_executed,inst_issued,dram_utilization,tex_utilization,shared_efficiency,shared_utilization,inst_fp_32,inst_fp_64,inst_integer,inst_bit_convert,inst_control,inst_compute_ld_st,inst_misc,inst_inter_thread_communication,issue_slots,cf_issued,cf_executed,ldst_issued,ldst_executed,atomic_transactions,atomic_transactions_per_request,stall_inst_fetch,stall_exec_dependency,stall_memory_dependency,stall_texture,stall_sync,stall_other,stall_constant_memory_dependency,stall_pipe_busy,stall_memory_throttle,stall_not_selected,sysmem_read_transactions,sysmem_write_transactions,l2_read_transactions,l2_write_transactions,ecc_transactions,local_memory_overhead,tex_cache_hit_rate,l2_tex_read_hit_rate,l2_tex_write_hit_rate,l2_tex_read_throughput,l2_tex_write_throughput,l2_tex_read_transactions,l2_tex_write_transactions,l2_read_throughput,l2_write_throughput,sysmem_read_throughput,sysmem_write_throughput,l2_utilization,l2_atomic_throughput,l2_atomic_transactions,sysmem_utilization,ecc_throughput,sysmem_read_utilization,sysmem_write_utilization,eligible_warps_per_cycle,flop_sp_efficiency,flop_dp_efficiency
mcx_main_loop,0.265056970323,188.351033,192.0,1.0,1.0,64.0,1.0,1.0,68.0,2250.0,97.898812%,0.345887,2.942615,2.965146,10181043.036458,99.316808%,44.259728%,42.004342%,0.000000,65.591338%,2.638807,2.344431,0.000000,0.000000,19.428208,3.041077,77106138,191109794,0,0,201001693,33759,209650,13252291,1.358529%,0.000000%,1.204200GB/s,3.814697MB/s,37.916005GB/s,5.722046MB/s,41.007996MB/s,2.534129GB/s,6.859191GB/s,0.000000B/s,0.000000B/s,146.188773GB/s,58.981590GB/s,3.177099%,67.099144%,35870708,Low (1),Low (1),Low (1),Mid (4),Low (3),Mid (6),0,0,0,0,12610596249,4716458312,2266270079,3361597779,1376914471,3909520526,3909522286,Low (1),Low (1),28.873843%,Low (2),17624097926,244474432,14040462680,3613866826,2649259793,2033561180,12343659607,6042,3459267377,354207407,354207407,196152963,148997109,64953001,6.595054,15.859850%,49.912486%,7.755451%,0.000000%,0.000000%,8.500264%,0.000902%,5.162715%,0.000088%,12.808245%,121,126,319562904,121323883,0,0.000000%,38.476869%,99.978532%,31.355531%,37.916005GB/s,5.722046MB/s,198271026,33758,61.111525GB/s,23.201108GB/s,0.000000B/s,0.000000B/s,Low (3),23.194589GB/s,242580238,Low (1),0.000000B/s,Low (1),Low (1),5.135198,3.662662%,0.000000%
